item_a,item_b,cooc_count,support,conf_a_to_b,conf_b_to_a
5.01262E+12,7.32184E+12,301,0.00039517544608218334,0.02822315986872949,0.02777008949165052
6.25111E+12,7.32184E+12,299,0.0003925496956098765,0.019971945761806158,0.027585570624596364
6.25111E+12,8.69957E+12,297,0.00038992394513756964,0.019838354151359296,0.018229806039774123
5.06001E+12,6.2911E+12,296,0.0003886110699014162,0.024668722393532794,0.008886753932989072
6.2911E+12,7.32184E+12,296,0.0003886110699014162,0.008886753932989072,0.02730879232401513
6.2911E+12,8.90111E+12,294,0.00038598531942910934,0.008826708298306713,0.018245004344048653
6.25116E+12,6.2516E+12,294,0.00038598531942910934,0.016132572431957856,0.027379400260756193
6.25111E+12,9.504E+12,294,0.00038598531942910934,0.019637966735689,0.01436739481014514
5.06001E+12,8.9013E+12,291,0.00038204669372064905,0.024252021001750147,0.03739879192905796
6.2811E+12,6.2911E+12,291,0.00038204669372064905,0.042681138163684365,0.008736639846283175
4.26012E+12,6.25188E+12,290,0.0003807338184844956,0.021358079245838858,0.011925813217090924
3.59654E+12,6.2516E+12,290,0.0003807338184844956,0.06134969325153374,0.027006891413671075
126,5.94473E+12,289,0.00037942094324834217,0.21094890510948905,0.06920498084291188
3.76025E+12,6.2516E+12,287,0.0003767951927760353,0.026451612903225806,0.026727509778357236
7.32184E+12,8.69957E+12,287,0.0003767951927760353,0.026478457422271427,0.017616007856616746
6.25111E+12,6.2516E+12,286,0.0003754823175398819,0.019103600293901544,0.026634382566585957
4.823E+12,6.25107E+12,286,0.0003754823175398819,0.03293413173652695,0.008982694180093596
6.21517E+12,6.25107E+12,285,0.0003741694423037284,0.0665576833255488,0.008951286158484877
3.58291E+12,5.31009E+12,285,0.0003741694423037284,0.013053634406632162,0.030744336569579287
6.118E+12,8.51903E+11,284,0.000372856567067575,0.11296738265712013,0.07243050242285132
4.03157E+12,A00096,283,0.0003715436918314216,0.027353566595785812,0.034311348205625605
6.25116E+12,7.64015E+12,282,0.0003702308165952681,0.015474100087796313,0.019177150629037742
5.94473E+12,8.90409E+12,281,0.0003689179413591147,0.06728927203065134,0.05799793601651187
3.59654E+12,5.06001E+12,281,0.0003689179413591147,0.05944573725407235,0.023418618218184847
5.01262E+12,8.9013E+12,281,0.0003689179413591147,0.02634786685419597,0.03611361007582573
1065,6.28127E+12,280,0.0003676050661229613,0.04038655704601183,0.06804374240583232
4.10448E+12,6.25107E+12,279,0.0003662921908868078,0.05017985611510791,0.008762838028832563
3.58291E+12,6.25187E+12,276,0.00036235356517834753,0.012641414372738516,0.04512753433616743
6.25107E+12,8.02381E+12,276,0.00036235356517834753,0.008668613964006408,0.1503267973856209
6.26115E+12,6.2911E+12,275,0.0003610406899421941,0.03585397653194263,0.008256274768824307
1065,5.01262E+12,273,0.00035841493946988723,0.039376893119861534,0.02559774964838256
4.00993E+12,6.25111E+12,271,0.00035578918899758035,0.022568287808127915,0.018101663215550064
3.58291E+12,8.90111E+12,270,0.00035447631376142694,0.012366601016809416,0.016755616234330396
6.21517E+12,6.2911E+12,270,0.00035447631376142694,0.06305464736104624,0.00810616068211841
3.58291E+12,4.00993E+12,267,0.00035053768805296665,0.012229194338844868,0.022235176548967357
4.00993E+12,5395,267,0.00035053768805296665,0.022235176548967357,0.25164938737040526
5.06001E+12,6.25116E+12,266,0.0003492248128168132,0.022168514042836904,0.014596136962247586
6.25107E+12,8.90112E+12,265,0.00034791193758065977,0.0083231257263105,0.03707330721880246
6.25159E+12,6.25334E+12,263,0.0003452861871083529,0.07408450704225353,0.0857795172863666
3.80023E+12,6.28515E+12,263,0.0003452861871083529,0.17866847826086957,0.1255969436485196
6.25107E+12,A00096,263,0.0003452861871083529,0.008260309683093062,0.03188651794374394
3.59654E+12,7.32184E+12,262,0.0003439733118721995,0.05542627459276497,0.024171971584094475
5.9064E+12,5.90765E+12,262,0.0003439733118721995,0.242368177613321,0.07430516165626773
4.00993E+12,7.64015E+12,261,0.00034266043663604606,0.021735509660226516,0.017749064943896633
5.01262E+12,6.25111E+12,260,0.0003413475613998926,0.02437880918893577,0.017366909358092313
7.64015E+12,9.504E+12,260,0.0003413475613998926,0.01768106086365182,0.012705859355910669
4.26012E+12,6.25116E+12,260,0.0003413475613998926,0.01914862277213139,0.014266900790166813
1063,3.76025E+12,260,0.0003413475613998926,0.014465338822743963,0.023963133640552997
4.00993E+12,5.06001E+12,260,0.0003413475613998926,0.021652231845436375,0.021668472372697724
4.03157E+12,6.25116E+12,260,0.0003413475613998926,0.02513048521167601,0.014266900790166813
6.25107E+12,8.43604E+12,258,0.00033872181092758577,0.008103269575049468,0.0656321546680234
6.25116E+12,Auto-26,257,0.0003374089356914323,0.014102282704126426,0.03714409596762538
4.10448E+12,6.2911E+12,257,0.0003374089356914323,0.046223021582733816,0.0077158640566830795
4.02268E+12,6.2911E+12,256,0.0003360960604552789,0.02915717539863326,0.0076858412393419
8.9013E+12,9.504E+12,255,0.0003347831852191254,0.032772137257421924,0.01246151590675854
1.99001E+11,8.51903E+11,252,0.0003308445595106651,0.03949843260188088,0.06426931905126243
4.03157E+12,8.69957E+12,251,0.0003295316842745117,0.02426058380050261,0.015406334397250185
6.25115E+12,6.2911E+12,251,0.0003295316842745117,0.0408861378074605,0.0075357271526360035
5.06001E+12,7.64015E+12,250,0.0003282188090383583,0.020835069589132428,0.017001020061203673
8.51903E+11,8.68013E+12,250,0.0003282188090383583,0.06375924509053812,0.12071463061323032
6.2516E+12,6.2911E+12,250,0.0003282188090383583,0.023281802942819892,0.007505704335294824
4.03157E+12,5.01262E+12,247,0.00032428018332989795,0.023873960951092208,0.023159868729488983
5.01262E+12,9.504E+12,247,0.00032428018332989795,0.023159868729488983,0.012070566388115135
6.25107E+12,8.90111E+12,246,0.00032296730809374454,0.007726373315744842,0.015266228124612138
5385,6.25188E+12,246,0.00032296730809374454,0.09117865085248332,0.010116379487601267
6.25116E+12,7.32184E+12,245,0.00032165443285759113,0.013443810359964881,0.022603561214134146
5.00046E+12,6.2516E+12,245,0.00032165443285759113,0.03841329570398244,0.022816166883963495
1063,6.25107E+12,245,0.00032165443285759113,0.013630800044508735,0.007694965294136122
3.59445E+12,6.25188E+12,244,0.00032034155762143766,0.08373369938229239,0.01003413249989719
4.03157E+12,5.06001E+12,244,0.00032034155762143766,0.02358399381403441,0.020335027918993248
5.01262E+12,8.69957E+12,243,0.00031902868238528425,0.02278481012658228,0.014915295850724281
4.02268E+12,5.06021E+12,243,0.00031902868238528425,0.027676537585421414,0.029354916646532978
4.823E+12,6.2911E+12,243,0.00031902868238528425,0.027982496545370796,0.007295544613906569
4.10448E+12,6.25188E+12,242,0.00031771580714913083,0.04352517985611511,0.009951885512193117
1067,8.69983E+12,242,0.00031771580714913083,0.0465832531280077,0.10905813429472735
4.26012E+12,4.823E+12,241,0.00031640293191297737,0.017749300338783327,0.02775218793182865
1069,6.25116E+12,240,0.00031509005667682395,0.011056850640375933,0.013169446883230905
6.25107E+12,A000266,240,0.00031509005667682395,0.007537925186092528,0.15676028739386022
6.2911E+12,8.69958E+12,240,0.00031509005667682395,0.007205476161883031,0.03483814777181013
6.25107E+12,6.2811E+12,239,0.0003137771814406705,0.007506517164483809,0.035054268113816366
3.76025E+12,6.25116E+12,239,0.0003137771814406705,0.022027649769585253,0.01311457418788411
1067,5.70219E+12,239,0.0003137771814406705,0.04600577478344562,0.05058201058201058
3.58291E+12,5.06023E+12,239,0.0003137771814406705,0.010946732011175743,0.061062851303014816
5.31009E+12,6.25188E+12,238,0.0003124643062045171,0.025674217907227615,0.009787391536784965
3.76025E+12,9.504E+12,237,0.00031115143096836366,0.02184331797235023,0.011581879489810877
1073,5.06015E+12,236,0.0003098385557322102,0.08309859154929577,0.049631966351209256
5.06021E+12,6.25107E+12,234,0.00030721280525990337,0.028267697511476203,0.007349477056440215
4.03157E+12,7.32184E+12,233,0.0003058999300237499,0.02252078097815581,0.021496448011809208
5.00046E+12,5385,233,0.0003058999300237499,0.036531828159297584,0.08636026686434396
4.00993E+12,5.06021E+12,233,0.0003058999300237499,0.0194037308461026,0.02814689538535878
6.28515E+12,7.64015E+12,233,0.0003058999300237499,0.11127029608404966,0.015844950697041824
1067,4.26012E+12,233,0.0003058999300237499,0.04485081809432146,0.017160111945794667
4.03157E+12,9.504E+12,232,0.0003045870547875965,0.02242412526580321,0.01133753604065875
6.25111E+12,8.01689E+12,232,0.0003045870547875965,0.015496626811836217,0.0733480872589314
3.76025E+12,6.25111E+12,232,0.0003045870547875965,0.021382488479262673,0.015496626811836217
6.25116E+12,A00096,232,0.0003045870547875965,0.012730465320456541,0.028128031037827354
5.31009E+12,6.25116E+12,230,0.0003019613043152896,0.02481121898597627,0.01262071992976295
6.19202E+12,6.25107E+12,230,0.0003019613043152896,0.057299451918286,0.007223844970005339
5.00046E+12,6.25188E+12,229,0.0003006484290791362,0.0359046723110693,0.009417280092116627
8.47E+12,9.504E+12,229,0.0003006484290791362,0.0574222668004012,0.011190929971167473
1063,6.25334E+12,228,0.0002993355538429827,0.012684989429175475,0.07436399217221135
7.64015E+12,8.69957E+12,228,0.0002993355538429827,0.015504930295817749,0.013994598575988216
8.90111E+12,8.9013E+12,228,0.0002993355538429827,0.014149187042323446,0.0293021462536949
5.00046E+12,5121,226,0.0002967098033706759,0.03543430542489809,0.10249433106575964
6.25107E+12,8.69958E+12,226,0.0002967098033706759,0.007098212883570464,0.03280592248512121
3.59654E+12,6.25188E+12,226,0.0002967098033706759,0.0478104506029194,0.009293909610560513
3.59445E+12,A00096,225,0.00029539692813452243,0.07721345229924502,0.027279340446168768
1062,8.90146E+12,225,0.00029539692813452243,0.018468357547402118,0.06032171581769437
2759,6.28126E+12,225,0.00029539692813452243,0.08155128669807901,0.04297173414820474
6.21087E+12,6.25159E+12,224,0.000294084052898369,0.1497326203208556,0.06309859154929577
5385,6.2516E+12,224,0.000294084052898369,0.08302446256486286,0.020860495436766623
1065,4.26012E+12,223,0.0002927711776622156,0.032165007933073704,0.016423626454558846
4.26012E+12,7.64015E+12,222,0.00029145830242606214,0.016349977905435263,0.015096905814348862
5.01262E+12,7.64015E+12,222,0.00029145830242606214,0.02081575246132208,0.015096905814348862
6.25159E+12,8.01689E+12,222,0.00029145830242606214,0.06253521126760564,0.07018653177363263
3.76025E+12,5.06001E+12,221,0.0002901454271899087,0.020368663594470045,0.018418201516793065
1065,8.90409E+12,221,0.0002901454271899087,0.03187653252560219,0.0456140350877193
6.25107E+12,Auto-129,221,0.0002901454271899087,0.00694117277552687,0.0787037037037037
6.2516E+12,9.504E+12,220,0.00028883255195375526,0.020487986589681505,0.010751111762693642
5.02305E+12,7.64015E+12,219,0.00028751967671760185,0.04293275828268967,0.014892893573614417
7.64015E+12,A00096,218,0.00028620680148144843,0.014824889493369603,0.026430649854510185
4.00993E+12,8.69957E+12,217,0.00028489392624529497,0.01807128580946036,0.013319420574515099
3.49932E+12,8.69972E+12,217,0.00028489392624529497,0.11679224973089343,0.05811462238885913
6.25107E+12,8.42565E+12,217,0.00028489392624529497,0.006815540689091994,0.18098415346121768
5.06015E+12,6.25159E+12,217,0.00028489392624529497,0.045636172450052574,0.06112676056338028
5.00046E+12,5.01262E+12,216,0.00028358105100914155,0.03386641580432737,0.020253164556962026
1069,5.70219E+12,215,0.00028226817577298814,0.009905095365336774,0.0455026455026455
4.26012E+12,6.25111E+12,215,0.00028226817577298814,0.015834438061570186,0.014361098123037873
5385,8.9013E+12,214,0.00028095530053683467,0.0793180133432172,0.027502891659169772
1.99001E+11,6.25107E+12,214,0.00028095530053683467,0.0335423197492163,0.0067213166242658376
5.00035E+12,6.25107E+12,213,0.00027964242530068126,0.07859778597785978,0.006689908602657118
6.25188E+12,8.90112E+12,213,0.00027964242530068126,0.008759304190484023,0.029798545047565753
3.76025E+12,A00096,213,0.00027964242530068126,0.019631336405529953,0.025824442289039767
5.06029E+12,6.25107E+12,213,0.00027964242530068126,0.0327038231229848,0.006689908602657118
1069,6.28126E+12,213,0.00027964242530068126,0.00981295494333364,0.04067990832696715
5.01262E+12,6.25116E+12,212,0.0002783295500645278,0.01987810595405532,0.011633011413520631
7.32184E+12,9.504E+12,212,0.0002783295500645278,0.019558999907740567,0.010360162244050238
5.06015E+12,6.25111E+12,211,0.0002770166748283744,0.04437434279705573,0.014093914902144145
9.504E+12,A00096,211,0.0002770166748283744,0.010311293554219812,0.0255819592628516
1063,6.25116E+12,210,0.00027570379959222097,0.0116835428952932,0.011523266022827041
4.26012E+12,8.69957E+12,210,0.00027570379959222097,0.015466195315952275,0.012889761846304935
4.03157E+12,6.2516E+12,210,0.00027570379959222097,0.02029769959404601,0.01955671447196871
3.59654E+12,A00096,209,0.0002743909243560675,0.04421408927438122,0.025339476236663435
1067,3.76025E+12,209,0.0002743909243560675,0.04023099133782483,0.019262672811059908
4.26012E+12,5.06001E+12,208,0.0002730780491199141,0.015318898217705112,0.01733477789815818
