date,pharmacy_id,barcode,daily_sales,lag_1,lag_7,lag_14,roll_mean_7,roll_mean_14,day_of_week,is_weekend,month,target_next_day
2024-01-02,Ph01_Z01_C01,1062,2.0,0.0,0.0,0.0,2.0,2.0,1,0,1,1.0
2024-01-03,Ph01_Z01_C01,1062,1.0,2.0,0.0,0.0,1.5,1.5,2,0,1,4.0
2024-01-04,Ph01_Z01_C01,1062,4.0,1.0,0.0,0.0,2.3333333333333335,2.3333333333333335,3,0,1,2.0
2024-01-05,Ph01_Z01_C01,1062,2.0,4.0,0.0,0.0,2.25,2.25,4,0,1,1.0
2024-01-06,Ph01_Z01_C01,1062,1.0,2.0,0.0,0.0,2.0,2.0,5,1,1,2.0
2024-01-07,Ph01_Z01_C01,1062,2.0,1.0,0.0,0.0,2.0,2.0,6,1,1,3.0
2024-01-08,Ph01_Z01_C01,1062,3.0,2.0,0.0,0.0,2.142857142857143,2.142857142857143,0,0,1,0.0
2024-01-09,Ph01_Z01_C01,1062,0.0,3.0,2.0,0.0,1.8571428571428572,1.875,1,0,1,1.0
2024-01-10,Ph01_Z01_C01,1062,1.0,0.0,1.0,0.0,1.8571428571428572,1.7777777777777777,2,0,1,0.0
2024-01-11,Ph01_Z01_C01,1062,0.0,1.0,4.0,0.0,1.2857142857142858,1.6,3,0,1,1.0
2024-01-12,Ph01_Z01_C01,1062,1.0,0.0,2.0,0.0,1.1428571428571428,1.5454545454545454,4,0,1,1.0
2024-01-13,Ph01_Z01_C01,1062,1.0,1.0,1.0,0.0,1.1428571428571428,1.5,5,1,1,0.0
2024-01-14,Ph01_Z01_C01,1062,0.0,1.0,2.0,0.0,0.8571428571428571,1.3846153846153846,6,1,1,0.0
2024-01-15,Ph01_Z01_C01,1062,0.0,0.0,3.0,0.0,0.42857142857142855,1.2857142857142858,0,0,1,0.0
2024-01-16,Ph01_Z01_C01,1062,0.0,0.0,0.0,2.0,0.42857142857142855,1.1428571428571428,1,0,1,1.0
2024-01-17,Ph01_Z01_C01,1062,1.0,0.0,1.0,1.0,0.42857142857142855,1.1428571428571428,2,0,1,2.0
2024-01-18,Ph01_Z01_C01,1062,2.0,1.0,0.0,4.0,0.7142857142857143,1.0,3,0,1,1.0
2024-01-19,Ph01_Z01_C01,1062,1.0,2.0,1.0,2.0,0.7142857142857143,0.9285714285714286,4,0,1,1.0
2024-01-20,Ph01_Z01_C01,1062,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,5,1,1,3.0
2024-01-21,Ph01_Z01_C01,1062,3.0,1.0,0.0,2.0,1.1428571428571428,1.0,6,1,1,1.0
2024-01-22,Ph01_Z01_C01,1062,1.0,3.0,0.0,3.0,1.2857142857142858,0.8571428571428571,0,0,1,1.0
2024-01-23,Ph01_Z01_C01,1062,1.0,1.0,0.0,0.0,1.4285714285714286,0.9285714285714286,1,0,1,3.0
2024-01-24,Ph01_Z01_C01,1062,3.0,1.0,1.0,1.0,1.7142857142857142,1.0714285714285714,2,0,1,0.0
2024-01-25,Ph01_Z01_C01,1062,0.0,3.0,2.0,0.0,1.4285714285714286,1.0714285714285714,3,0,1,1.0
2024-01-26,Ph01_Z01_C01,1062,1.0,0.0,1.0,1.0,1.4285714285714286,1.0714285714285714,4,0,1,0.0
2024-01-27,Ph01_Z01_C01,1062,0.0,1.0,1.0,1.0,1.2857142857142858,1.0,5,1,1,0.0
2024-01-28,Ph01_Z01_C01,1062,0.0,0.0,3.0,0.0,0.8571428571428571,1.0,6,1,1,0.0
2024-01-29,Ph01_Z01_C01,1062,0.0,0.0,1.0,0.0,0.7142857142857143,1.0,0,0,1,1.0
2024-01-30,Ph01_Z01_C01,1062,1.0,0.0,1.0,0.0,0.7142857142857143,1.0714285714285714,1,0,1,1.0
2024-01-31,Ph01_Z01_C01,1062,1.0,1.0,3.0,1.0,0.42857142857142855,1.0714285714285714,2,0,1,2.0
2024-02-01,Ph01_Z01_C01,1062,2.0,1.0,0.0,2.0,0.7142857142857143,1.0714285714285714,3,0,2,2.0
2024-02-02,Ph01_Z01_C01,1062,2.0,2.0,1.0,1.0,0.8571428571428571,1.1428571428571428,4,0,2,1.0
2024-02-03,Ph01_Z01_C01,1062,1.0,2.0,0.0,1.0,1.0,1.1428571428571428,5,1,2,1.0
2024-02-04,Ph01_Z01_C01,1062,1.0,1.0,0.0,3.0,1.1428571428571428,1.0,6,1,2,0.0
2024-02-05,Ph01_Z01_C01,1062,0.0,1.0,0.0,1.0,1.1428571428571428,0.9285714285714286,0,0,2,2.0
2024-02-06,Ph01_Z01_C01,1062,2.0,0.0,1.0,1.0,1.2857142857142858,1.0,1,0,2,0.0
2024-02-07,Ph01_Z01_C01,1062,0.0,2.0,1.0,3.0,1.1428571428571428,0.7857142857142857,2,0,2,2.0
2024-02-08,Ph01_Z01_C01,1062,2.0,0.0,2.0,0.0,1.1428571428571428,0.9285714285714286,3,0,2,0.0
2024-02-09,Ph01_Z01_C01,1062,0.0,2.0,2.0,1.0,0.8571428571428571,0.8571428571428571,4,0,2,1.0
2024-02-10,Ph01_Z01_C01,1062,1.0,0.0,1.0,0.0,0.8571428571428571,0.9285714285714286,5,1,2,1.0
2024-02-11,Ph01_Z01_C01,1062,1.0,1.0,1.0,0.0,0.8571428571428571,1.0,6,1,2,2.0
2024-02-12,Ph01_Z01_C01,1062,2.0,1.0,0.0,0.0,1.1428571428571428,1.1428571428571428,0,0,2,0.0
2024-02-13,Ph01_Z01_C01,1062,0.0,2.0,2.0,1.0,0.8571428571428571,1.0714285714285714,1,0,2,0.0
2024-02-14,Ph01_Z01_C01,1062,0.0,0.0,0.0,1.0,0.8571428571428571,1.0,2,0,2,1.0
2024-02-15,Ph01_Z01_C01,1062,1.0,0.0,2.0,2.0,0.7142857142857143,0.9285714285714286,3,0,2,0.0
2024-02-16,Ph01_Z01_C01,1062,0.0,1.0,0.0,2.0,0.7142857142857143,0.7857142857142857,4,0,2,2.0
2024-02-17,Ph01_Z01_C01,1062,2.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,5,1,2,0.0
2024-02-18,Ph01_Z01_C01,1062,0.0,2.0,1.0,1.0,0.7142857142857143,0.7857142857142857,6,1,2,2.0
2024-02-19,Ph01_Z01_C01,1062,2.0,0.0,2.0,0.0,0.7142857142857143,0.9285714285714286,0,0,2,0.0
2024-02-20,Ph01_Z01_C01,1062,0.0,2.0,0.0,2.0,0.7142857142857143,0.7857142857142857,1,0,2,1.0
2024-02-21,Ph01_Z01_C01,1062,1.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,2,0,2,1.0
2024-02-22,Ph01_Z01_C01,1062,1.0,1.0,1.0,2.0,0.8571428571428571,0.7857142857142857,3,0,2,1.0
2024-02-23,Ph01_Z01_C01,1062,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,4,0,2,0.0
2024-02-24,Ph01_Z01_C01,1062,0.0,1.0,2.0,1.0,0.7142857142857143,0.7857142857142857,5,1,2,0.0
2024-02-25,Ph01_Z01_C01,1062,0.0,0.0,0.0,1.0,0.7142857142857143,0.7142857142857143,6,1,2,1.0
2024-02-26,Ph01_Z01_C01,1062,1.0,0.0,2.0,2.0,0.5714285714285714,0.6428571428571429,0,0,2,0.0
2024-02-27,Ph01_Z01_C01,1062,0.0,1.0,0.0,0.0,0.5714285714285714,0.6428571428571429,1,0,2,0.0
2024-02-28,Ph01_Z01_C01,1062,0.0,0.0,1.0,0.0,0.42857142857142855,0.6428571428571429,2,0,2,1.0
2024-02-29,Ph01_Z01_C01,1062,1.0,0.0,1.0,1.0,0.42857142857142855,0.6428571428571429,3,0,2,1.0
2024-03-01,Ph01_Z01_C01,1062,1.0,1.0,1.0,0.0,0.42857142857142855,0.7142857142857143,4,0,3,1.0
2024-03-02,Ph01_Z01_C01,1062,1.0,1.0,0.0,2.0,0.5714285714285714,0.6428571428571429,5,1,3,1.0
2024-03-03,Ph01_Z01_C01,1062,1.0,1.0,0.0,0.0,0.7142857142857143,0.7142857142857143,6,1,3,0.0
2024-03-04,Ph01_Z01_C01,1062,0.0,1.0,1.0,2.0,0.5714285714285714,0.5714285714285714,0,0,3,2.0
2024-03-05,Ph01_Z01_C01,1062,2.0,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,1,0,3,1.0
2024-03-06,Ph01_Z01_C01,1062,1.0,2.0,0.0,1.0,1.0,0.7142857142857143,2,0,3,1.0
2024-03-07,Ph01_Z01_C01,1062,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,3,0,3,2.0
2024-03-08,Ph01_Z01_C01,1062,2.0,1.0,1.0,1.0,1.1428571428571428,0.7857142857142857,4,0,3,1.0
2024-03-09,Ph01_Z01_C01,1062,1.0,2.0,1.0,0.0,1.1428571428571428,0.8571428571428571,5,1,3,0.0
2024-03-10,Ph01_Z01_C01,1062,0.0,1.0,1.0,0.0,1.0,0.8571428571428571,6,1,3,2.0
2024-03-11,Ph01_Z01_C01,1062,2.0,0.0,0.0,1.0,1.2857142857142858,0.9285714285714286,0,0,3,2.0
2024-03-12,Ph01_Z01_C01,1062,2.0,2.0,2.0,0.0,1.2857142857142858,1.0714285714285714,1,0,3,0.0
2024-03-13,Ph01_Z01_C01,1062,0.0,2.0,1.0,0.0,1.1428571428571428,1.0714285714285714,2,0,3,1.0
2024-03-14,Ph01_Z01_C01,1062,1.0,0.0,1.0,1.0,1.1428571428571428,1.0714285714285714,3,0,3,2.0
2024-03-15,Ph01_Z01_C01,1062,2.0,1.0,2.0,1.0,1.1428571428571428,1.1428571428571428,4,0,3,1.0
2024-03-16,Ph01_Z01_C01,1062,1.0,2.0,1.0,1.0,1.1428571428571428,1.1428571428571428,5,1,3,2.0
2024-03-17,Ph01_Z01_C01,1062,2.0,1.0,0.0,1.0,1.4285714285714286,1.2142857142857142,6,1,3,0.0
2024-03-18,Ph01_Z01_C01,1062,0.0,2.0,2.0,0.0,1.1428571428571428,1.2142857142857142,0,0,3,1.0
2024-03-19,Ph01_Z01_C01,1062,1.0,0.0,2.0,2.0,1.0,1.1428571428571428,1,0,3,0.0
2024-03-20,Ph01_Z01_C01,1062,0.0,1.0,0.0,1.0,1.0,1.0714285714285714,2,0,3,3.0
2024-03-21,Ph01_Z01_C01,1062,3.0,0.0,1.0,1.0,1.2857142857142858,1.2142857142857142,3,0,3,1.0
2024-03-22,Ph01_Z01_C01,1062,1.0,3.0,2.0,2.0,1.1428571428571428,1.1428571428571428,4,0,3,1.0
2024-03-23,Ph01_Z01_C01,1062,1.0,1.0,1.0,1.0,1.1428571428571428,1.1428571428571428,5,1,3,4.0
2024-03-24,Ph01_Z01_C01,1062,4.0,1.0,2.0,0.0,1.4285714285714286,1.4285714285714286,6,1,3,2.0
2024-03-25,Ph01_Z01_C01,1062,2.0,4.0,0.0,2.0,1.7142857142857142,1.4285714285714286,0,0,3,0.0
2024-03-26,Ph01_Z01_C01,1062,0.0,2.0,1.0,2.0,1.5714285714285714,1.2857142857142858,1,0,3,2.0
2024-03-27,Ph01_Z01_C01,1062,2.0,0.0,0.0,0.0,1.8571428571428572,1.4285714285714286,2,0,3,2.0
2024-03-28,Ph01_Z01_C01,1062,2.0,2.0,3.0,1.0,1.7142857142857142,1.5,3,0,3,0.0
2024-03-29,Ph01_Z01_C01,1062,0.0,2.0,1.0,2.0,1.5714285714285714,1.3571428571428572,4,0,3,2.0
2024-03-30,Ph01_Z01_C01,1062,2.0,0.0,1.0,1.0,1.7142857142857142,1.4285714285714286,5,1,3,1.0
2024-03-31,Ph01_Z01_C01,1062,1.0,2.0,4.0,2.0,1.2857142857142858,1.3571428571428572,6,1,3,1.0
2024-04-01,Ph01_Z01_C01,1062,1.0,1.0,2.0,0.0,1.1428571428571428,1.4285714285714286,0,0,4,1.0
2024-04-02,Ph01_Z01_C01,1062,1.0,1.0,0.0,1.0,1.2857142857142858,1.4285714285714286,1,0,4,1.0
2024-04-03,Ph01_Z01_C01,1062,1.0,1.0,2.0,0.0,1.1428571428571428,1.5,2,0,4,0.0
2024-04-04,Ph01_Z01_C01,1062,0.0,1.0,2.0,3.0,0.8571428571428571,1.2857142857142858,3,0,4,0.0
2024-04-05,Ph01_Z01_C01,1062,0.0,0.0,0.0,1.0,0.8571428571428571,1.2142857142857142,4,0,4,2.0
2024-04-06,Ph01_Z01_C01,1062,2.0,0.0,2.0,1.0,0.8571428571428571,1.2857142857142858,5,1,4,2.0
2024-04-07,Ph01_Z01_C01,1062,2.0,2.0,1.0,4.0,1.0,1.1428571428571428,6,1,4,0.0
2024-04-08,Ph01_Z01_C01,1062,0.0,2.0,1.0,2.0,0.8571428571428571,1.0,0,0,4,1.0
2024-04-09,Ph01_Z01_C01,1062,1.0,0.0,1.0,0.0,0.8571428571428571,1.0714285714285714,1,0,4,1.0
2024-04-10,Ph01_Z01_C01,1062,1.0,1.0,1.0,2.0,0.8571428571428571,1.0,2,0,4,0.0
2024-04-11,Ph01_Z01_C01,1062,0.0,1.0,0.0,2.0,0.8571428571428571,0.8571428571428571,3,0,4,1.0
2024-04-12,Ph01_Z01_C01,1062,1.0,0.0,0.0,0.0,1.0,0.9285714285714286,4,0,4,1.0
2024-04-13,Ph01_Z01_C01,1062,1.0,1.0,2.0,2.0,0.8571428571428571,0.8571428571428571,5,1,4,2.0
2024-04-14,Ph01_Z01_C01,1062,2.0,1.0,2.0,1.0,0.8571428571428571,0.9285714285714286,6,1,4,1.0
2024-04-15,Ph01_Z01_C01,1062,1.0,2.0,0.0,1.0,1.0,0.9285714285714286,0,0,4,1.0
2024-04-16,Ph01_Z01_C01,1062,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1,0,4,1.0
2024-04-17,Ph01_Z01_C01,1062,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,2,0,4,1.0
2024-04-18,Ph01_Z01_C01,1062,1.0,1.0,0.0,0.0,1.1428571428571428,1.0,3,0,4,0.0
2024-04-19,Ph01_Z01_C01,1062,0.0,1.0,1.0,0.0,1.0,1.0,4,0,4,1.0
2024-04-20,Ph01_Z01_C01,1062,1.0,0.0,1.0,2.0,1.0,0.9285714285714286,5,1,4,1.0
2024-04-21,Ph01_Z01_C01,1062,1.0,1.0,2.0,2.0,0.8571428571428571,0.8571428571428571,6,1,4,0.0
2024-04-22,Ph01_Z01_C01,1062,0.0,1.0,1.0,0.0,0.7142857142857143,0.8571428571428571,0,0,4,2.0
2024-04-23,Ph01_Z01_C01,1062,2.0,0.0,1.0,1.0,0.8571428571428571,0.9285714285714286,1,0,4,1.0
2024-04-24,Ph01_Z01_C01,1062,1.0,2.0,1.0,1.0,0.8571428571428571,0.9285714285714286,2,0,4,1.0
2024-04-25,Ph01_Z01_C01,1062,1.0,1.0,1.0,0.0,0.8571428571428571,1.0,3,0,4,2.0
2024-04-26,Ph01_Z01_C01,1062,2.0,1.0,0.0,1.0,1.1428571428571428,1.0714285714285714,4,0,4,0.0
2024-04-27,Ph01_Z01_C01,1062,0.0,2.0,1.0,1.0,1.0,1.0,5,1,4,1.0
2024-04-28,Ph01_Z01_C01,1062,1.0,0.0,1.0,2.0,1.0,0.9285714285714286,6,1,4,0.0
2024-04-29,Ph01_Z01_C01,1062,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,0,0,4,1.0
2024-04-30,Ph01_Z01_C01,1062,1.0,0.0,2.0,1.0,0.8571428571428571,0.8571428571428571,1,0,4,3.0
2024-05-01,Ph01_Z01_C01,1062,3.0,1.0,1.0,1.0,1.1428571428571428,1.0,2,0,5,0.0
2024-05-02,Ph01_Z01_C01,1062,0.0,3.0,1.0,1.0,1.0,0.9285714285714286,3,0,5,5.0
2024-05-03,Ph01_Z01_C01,1062,5.0,0.0,2.0,0.0,1.4285714285714286,1.2857142857142858,4,0,5,0.0
2024-05-04,Ph01_Z01_C01,1062,0.0,5.0,0.0,1.0,1.4285714285714286,1.2142857142857142,5,1,5,2.0
2024-05-05,Ph01_Z01_C01,1062,2.0,0.0,1.0,1.0,1.5714285714285714,1.2857142857142858,6,1,5,0.0
2024-05-06,Ph01_Z01_C01,1062,0.0,2.0,0.0,0.0,1.5714285714285714,1.2857142857142858,0,0,5,0.0
2024-05-07,Ph01_Z01_C01,1062,0.0,0.0,1.0,2.0,1.4285714285714286,1.1428571428571428,1,0,5,2.0
2024-05-08,Ph01_Z01_C01,1062,2.0,0.0,3.0,1.0,1.2857142857142858,1.2142857142857142,2,0,5,0.0
2024-05-09,Ph01_Z01_C01,1062,0.0,2.0,0.0,1.0,1.2857142857142858,1.1428571428571428,3,0,5,1.0
2024-05-10,Ph01_Z01_C01,1062,1.0,0.0,5.0,2.0,0.7142857142857143,1.0714285714285714,4,0,5,2.0
2024-05-11,Ph01_Z01_C01,1062,2.0,1.0,0.0,0.0,1.0,1.2142857142857142,5,1,5,2.0
2024-05-12,Ph01_Z01_C01,1062,2.0,2.0,2.0,1.0,1.0,1.2857142857142858,6,1,5,0.0
2024-05-13,Ph01_Z01_C01,1062,0.0,2.0,0.0,0.0,1.0,1.2857142857142858,0,0,5,2.0
2024-05-14,Ph01_Z01_C01,1062,2.0,0.0,0.0,1.0,1.2857142857142858,1.3571428571428572,1,0,5,1.0
2024-05-15,Ph01_Z01_C01,1062,1.0,2.0,2.0,3.0,1.1428571428571428,1.2142857142857142,2,0,5,2.0
2024-05-16,Ph01_Z01_C01,1062,2.0,1.0,0.0,0.0,1.4285714285714286,1.3571428571428572,3,0,5,2.0
2024-05-17,Ph01_Z01_C01,1062,2.0,2.0,1.0,5.0,1.5714285714285714,1.1428571428571428,4,0,5,0.0
2024-05-18,Ph01_Z01_C01,1062,0.0,2.0,2.0,0.0,1.2857142857142858,1.1428571428571428,5,1,5,0.0
2024-05-19,Ph01_Z01_C01,1062,0.0,0.0,2.0,2.0,1.0,1.0,6,1,5,3.0
2024-05-20,Ph01_Z01_C01,1062,3.0,0.0,0.0,0.0,1.4285714285714286,1.2142857142857142,0,0,5,0.0
2024-05-21,Ph01_Z01_C01,1062,0.0,3.0,2.0,0.0,1.1428571428571428,1.2142857142857142,1,0,5,0.0
2024-05-22,Ph01_Z01_C01,1062,0.0,0.0,1.0,2.0,1.0,1.0714285714285714,2,0,5,2.0
2024-05-23,Ph01_Z01_C01,1062,2.0,0.0,2.0,0.0,1.0,1.2142857142857142,3,0,5,1.0
2024-05-24,Ph01_Z01_C01,1062,1.0,2.0,2.0,1.0,0.8571428571428571,1.2142857142857142,4,0,5,1.0
2024-05-25,Ph01_Z01_C01,1062,1.0,1.0,0.0,2.0,1.0,1.1428571428571428,5,1,5,1.0
2024-05-26,Ph01_Z01_C01,1062,1.0,1.0,0.0,2.0,1.1428571428571428,1.0714285714285714,6,1,5,1.0
2024-05-27,Ph01_Z01_C01,1062,1.0,1.0,3.0,0.0,0.8571428571428571,1.1428571428571428,0,0,5,1.0
2024-05-28,Ph01_Z01_C01,1062,1.0,1.0,0.0,2.0,1.0,1.0714285714285714,1,0,5,1.0
2024-05-29,Ph01_Z01_C01,1062,1.0,1.0,0.0,1.0,1.1428571428571428,1.0714285714285714,2,0,5,2.0
2024-05-30,Ph01_Z01_C01,1062,2.0,1.0,2.0,2.0,1.1428571428571428,1.0714285714285714,3,0,5,0.0
2024-05-31,Ph01_Z01_C01,1062,0.0,2.0,1.0,2.0,1.0,0.9285714285714286,4,0,5,0.0
2024-06-01,Ph01_Z01_C01,1062,0.0,0.0,1.0,0.0,0.8571428571428571,0.9285714285714286,5,1,6,2.0
2024-06-02,Ph01_Z01_C01,1062,2.0,0.0,1.0,0.0,1.0,1.0714285714285714,6,1,6,0.0
2024-06-03,Ph01_Z01_C01,1062,0.0,2.0,1.0,3.0,0.8571428571428571,0.8571428571428571,0,0,6,3.0
2024-06-04,Ph01_Z01_C01,1062,3.0,0.0,1.0,0.0,1.1428571428571428,1.0714285714285714,1,0,6,0.0
2024-06-05,Ph01_Z01_C01,1062,0.0,3.0,1.0,0.0,1.0,1.0714285714285714,2,0,6,2.0
2024-06-06,Ph01_Z01_C01,1062,2.0,0.0,2.0,2.0,1.0,1.0714285714285714,3,0,6,1.0
2024-06-07,Ph01_Z01_C01,1062,1.0,2.0,0.0,1.0,1.1428571428571428,1.0714285714285714,4,0,6,1.0
2024-06-08,Ph01_Z01_C01,1062,1.0,1.0,0.0,1.0,1.2857142857142858,1.0714285714285714,5,1,6,1.0
2024-06-09,Ph01_Z01_C01,1062,1.0,1.0,2.0,1.0,1.1428571428571428,1.0714285714285714,6,1,6,3.0
2024-06-10,Ph01_Z01_C01,1062,3.0,1.0,0.0,1.0,1.5714285714285714,1.2142857142857142,0,0,6,2.0
2024-06-11,Ph01_Z01_C01,1062,2.0,3.0,3.0,1.0,1.4285714285714286,1.2857142857142858,1,0,6,1.0
2024-06-12,Ph01_Z01_C01,1062,1.0,2.0,0.0,1.0,1.5714285714285714,1.2857142857142858,2,0,6,1.0
2024-06-13,Ph01_Z01_C01,1062,1.0,1.0,2.0,2.0,1.4285714285714286,1.2142857142857142,3,0,6,1.0
2024-06-14,Ph01_Z01_C01,1062,1.0,1.0,1.0,0.0,1.4285714285714286,1.2857142857142858,4,0,6,0.0
2024-06-15,Ph01_Z01_C01,1062,0.0,1.0,1.0,0.0,1.2857142857142858,1.2857142857142858,5,1,6,2.0
2024-06-16,Ph01_Z01_C01,1062,2.0,0.0,1.0,2.0,1.4285714285714286,1.2857142857142858,6,1,6,2.0
2024-06-17,Ph01_Z01_C01,1062,2.0,2.0,3.0,0.0,1.2857142857142858,1.4285714285714286,0,0,6,2.0
2024-06-18,Ph01_Z01_C01,1062,2.0,2.0,2.0,3.0,1.2857142857142858,1.3571428571428572,1,0,6,0.0
2024-06-19,Ph01_Z01_C01,1062,0.0,2.0,1.0,0.0,1.1428571428571428,1.3571428571428572,2,0,6,0.0
2024-06-20,Ph01_Z01_C01,1062,0.0,0.0,1.0,2.0,1.0,1.2142857142857142,3,0,6,0.0
2024-06-21,Ph01_Z01_C01,1062,0.0,0.0,1.0,1.0,0.8571428571428571,1.1428571428571428,4,0,6,1.0
2024-06-22,Ph01_Z01_C01,1062,1.0,0.0,0.0,1.0,1.0,1.1428571428571428,5,1,6,1.0
2024-06-23,Ph01_Z01_C01,1062,1.0,1.0,2.0,1.0,0.8571428571428571,1.1428571428571428,6,1,6,0.0
2024-06-24,Ph01_Z01_C01,1062,0.0,1.0,2.0,3.0,0.5714285714285714,0.9285714285714286,0,0,6,1.0
2024-06-25,Ph01_Z01_C01,1062,1.0,0.0,2.0,2.0,0.42857142857142855,0.8571428571428571,1,0,6,1.0
2024-06-26,Ph01_Z01_C01,1062,1.0,1.0,0.0,1.0,0.5714285714285714,0.8571428571428571,2,0,6,0.0
2024-06-27,Ph01_Z01_C01,1062,0.0,1.0,0.0,1.0,0.5714285714285714,0.7857142857142857,3,0,6,1.0
2024-06-28,Ph01_Z01_C01,1062,1.0,0.0,0.0,1.0,0.7142857142857143,0.7857142857142857,4,0,6,2.0
2024-06-29,Ph01_Z01_C01,1062,2.0,1.0,1.0,0.0,0.8571428571428571,0.9285714285714286,5,1,6,2.0
2024-06-30,Ph01_Z01_C01,1062,2.0,2.0,1.0,2.0,1.0,0.9285714285714286,6,1,6,1.0
2024-07-01,Ph01_Z01_C01,1062,1.0,2.0,0.0,2.0,1.1428571428571428,0.8571428571428571,0,0,7,2.0
2024-07-02,Ph01_Z01_C01,1062,2.0,1.0,1.0,2.0,1.2857142857142858,0.8571428571428571,1,0,7,2.0
2024-07-03,Ph01_Z01_C01,1062,2.0,2.0,1.0,0.0,1.4285714285714286,1.0,2,0,7,0.0
2024-07-04,Ph01_Z01_C01,1062,0.0,2.0,0.0,0.0,1.4285714285714286,1.0,3,0,7,2.0
2024-07-05,Ph01_Z01_C01,1062,2.0,0.0,1.0,0.0,1.5714285714285714,1.1428571428571428,4,0,7,4.0
2024-07-06,Ph01_Z01_C01,1062,4.0,2.0,2.0,1.0,1.8571428571428572,1.3571428571428572,5,1,7,2.0
2024-07-07,Ph01_Z01_C01,1062,2.0,4.0,2.0,1.0,1.8571428571428572,1.4285714285714286,6,1,7,0.0
2024-07-08,Ph01_Z01_C01,1062,0.0,2.0,1.0,0.0,1.7142857142857142,1.4285714285714286,0,0,7,2.0
2024-07-09,Ph01_Z01_C01,1062,2.0,0.0,2.0,1.0,1.7142857142857142,1.5,1,0,7,0.0
2024-07-10,Ph01_Z01_C01,1062,0.0,2.0,2.0,1.0,1.4285714285714286,1.4285714285714286,2,0,7,1.0
2024-07-11,Ph01_Z01_C01,1062,1.0,0.0,0.0,0.0,1.5714285714285714,1.5,3,0,7,2.0
2024-07-12,Ph01_Z01_C01,1062,2.0,1.0,2.0,1.0,1.5714285714285714,1.5714285714285714,4,0,7,2.0
2024-07-13,Ph01_Z01_C01,1062,2.0,2.0,4.0,2.0,1.2857142857142858,1.5714285714285714,5,1,7,0.0
2024-07-14,Ph01_Z01_C01,1062,0.0,2.0,2.0,2.0,1.0,1.4285714285714286,6,1,7,2.0
2024-07-15,Ph01_Z01_C01,1062,2.0,0.0,0.0,1.0,1.2857142857142858,1.5,0,0,7,3.0
2024-07-16,Ph01_Z01_C01,1062,3.0,2.0,2.0,2.0,1.4285714285714286,1.5714285714285714,1,0,7,1.0
2024-07-17,Ph01_Z01_C01,1062,1.0,3.0,0.0,2.0,1.5714285714285714,1.5,2,0,7,2.0
2024-07-18,Ph01_Z01_C01,1062,2.0,1.0,1.0,0.0,1.7142857142857142,1.6428571428571428,3,0,7,3.0
2024-07-19,Ph01_Z01_C01,1062,3.0,2.0,2.0,2.0,1.8571428571428572,1.7142857142857142,4,0,7,1.0
2024-07-20,Ph01_Z01_C01,1062,1.0,3.0,2.0,4.0,1.7142857142857142,1.5,5,1,7,4.0
2024-07-21,Ph01_Z01_C01,1062,4.0,1.0,0.0,2.0,2.2857142857142856,1.6428571428571428,6,1,7,0.0
2024-07-22,Ph01_Z01_C01,1062,0.0,4.0,2.0,0.0,2.0,1.6428571428571428,0,0,7,1.0
2024-07-23,Ph01_Z01_C01,1062,1.0,0.0,3.0,2.0,1.7142857142857142,1.5714285714285714,1,0,7,3.0
2024-07-24,Ph01_Z01_C01,1062,3.0,1.0,1.0,0.0,2.0,1.7857142857142858,2,0,7,0.0
2024-07-25,Ph01_Z01_C01,1062,0.0,3.0,2.0,1.0,1.7142857142857142,1.7142857142857142,3,0,7,1.0
2024-07-26,Ph01_Z01_C01,1062,1.0,0.0,3.0,2.0,1.4285714285714286,1.6428571428571428,4,0,7,2.0
2024-07-27,Ph01_Z01_C01,1062,2.0,1.0,1.0,2.0,1.5714285714285714,1.6428571428571428,5,1,7,0.0
2024-07-28,Ph01_Z01_C01,1062,0.0,2.0,4.0,0.0,1.0,1.6428571428571428,6,1,7,0.0
2024-07-29,Ph01_Z01_C01,1062,0.0,0.0,0.0,2.0,1.0,1.5,0,0,7,1.0
2024-07-30,Ph01_Z01_C01,1062,1.0,0.0,1.0,3.0,1.0,1.3571428571428572,1,0,7,2.0
2024-07-31,Ph01_Z01_C01,1062,2.0,1.0,3.0,1.0,0.8571428571428571,1.4285714285714286,2,0,7,0.0
2024-08-01,Ph01_Z01_C01,1062,0.0,2.0,0.0,2.0,0.8571428571428571,1.2857142857142858,3,0,8,0.0
2024-08-02,Ph01_Z01_C01,1062,0.0,0.0,1.0,3.0,0.7142857142857143,1.0714285714285714,4,0,8,0.0
2024-08-03,Ph01_Z01_C01,1062,0.0,0.0,2.0,1.0,0.42857142857142855,1.0,5,1,8,2.0
2024-08-04,Ph01_Z01_C01,1062,2.0,0.0,0.0,4.0,0.7142857142857143,0.8571428571428571,6,1,8,0.0
2024-08-05,Ph01_Z01_C01,1062,0.0,2.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0,0,8,0.0
